sorteo,fecha,dia,mes,anio,dia_semana,LOTO_n1,LOTO_n2,LOTO_n3,LOTO_n4,LOTO_n5,LOTO_n6,LOTO_comodin,LOTO_GANADORES,LOTO_MONTO,LOTO_POZO_ACUMULADO,SUPER_QUINA_5_ACIERTOS_COMODIN_GANADORES,SUPER_QUINA_5_ACIERTOS_COMODIN_MONTO,QUINA_5_ACIERTOS_GANADORES,QUINA_5_ACIERTOS_MONTO,SUPER_CUATERNA_4_ACIERTOS_COMODIN_GANADORES,SUPER_CUATERNA_4_ACIERTOS_COMODIN_MONTO,CUATERNA_4_ACIERTOS_GANADORES,CUATERNA_4_ACIERTOS_MONTO,SUPER_TERNA_3_ACIERTOS_COMODIN_GANADORES,SUPER_TERNA_3_ACIERTOS_COMODIN_MONTO,TERNA_3_ACIERTOS_GANADORES,TERNA_3_ACIERTOS_MONTO,SUPER_DUPLA_2_ACIERTOS_COMODIN_GANADORES,SUPER_DUPLA_2_ACIERTOS_COMODIN_MONTO,AHORA_SI_QUE_SI_n1,AHORA_SI_QUE_SI_n2,AHORA_SI_QUE_SI_n3,AHORA_SI_QUE_SI_n4,AHORA_SI_QUE_SI_n5,AHORA_SI_QUE_SI_n6,AHORA_SI_QUE_SI_GANADORES,AHORA_SI_QUE_SI_MONTO,AHORA_SI_QUE_SI_ACUMULADO,RECARGADO_n1,RECARGADO_n2,RECARGADO_n3,RECARGADO_n4,RECARGADO_n5,RECARGADO_n6,RECARGADO_6_ACIERTOS_GANADORES,RECARGADO_6_ACIERTOS_MONTO,RECARGADO_POZO_ACUMULADO,REVANCHA_n1,REVANCHA_n2,REVANCHA_n3,REVANCHA_n4,REVANCHA_n5,REVANCHA_n6,REVANCHA_GANADORES,REVANCHA_MONTO,REVANCHA_POZO_ACUMULADO,DESQUITE_n1,DESQUITE_n2,DESQUITE_n3,DESQUITE_n4,DESQUITE_n5,DESQUITE_n6,DESQUITE_GANADORES,DESQUITE_MONTO,DESQUITE_POZO_ACUMULADO,JUBILAZO_1_n1,JUBILAZO_1_n2,JUBILAZO_1_n3,JUBILAZO_1_n4,JUBILAZO_1_n5,JUBILAZO_1_n6,JUBILAZO_2_n1,JUBILAZO_2_n2,JUBILAZO_2_n3,JUBILAZO_2_n4,JUBILAZO_2_n5,JUBILAZO_2_n6,JUBILAZO_3_n1,JUBILAZO_3_n2,JUBILAZO_3_n3,JUBILAZO_3_n4,JUBILAZO_3_n5,JUBILAZO_3_n6,JUBILAZO_4_n1,JUBILAZO_4_n2,JUBILAZO_4_n3,JUBILAZO_4_n4,JUBILAZO_4_n5,JUBILAZO_4_n6,JUBILAZO_50_ANOS_1_n1,JUBILAZO_50_ANOS_1_n2,JUBILAZO_50_ANOS_1_n3,JUBILAZO_50_ANOS_1_n4,JUBILAZO_50_ANOS_1_n5,JUBILAZO_50_ANOS_1_n6,JUBILAZO_50_ANOS_2_n1,JUBILAZO_50_ANOS_2_n2,JUBILAZO_50_ANOS_2_n3,JUBILAZO_50_ANOS_2_n4,JUBILAZO_50_ANOS_2_n5,JUBILAZO_50_ANOS_2_n6,JUBILAZO_50_ANOS_3_n1,JUBILAZO_50_ANOS_3_n2,JUBILAZO_50_ANOS_3_n3,JUBILAZO_50_ANOS_3_n4,JUBILAZO_50_ANOS_3_n5,JUBILAZO_50_ANOS_3_n6,JUBILAZO_50_ANOS_n1,JUBILAZO_50_ANOS_n2,JUBILAZO_50_ANOS_n3,JUBILAZO_50_ANOS_n4,JUBILAZO_50_ANOS_n5,JUBILAZO_50_ANOS_n6,JUBILAZO_5_n1,JUBILAZO_5_n2,JUBILAZO_5_n3,JUBILAZO_5_n4,JUBILAZO_5_n5,JUBILAZO_5_n6,JUBILAZO_6_n1,JUBILAZO_6_n2,JUBILAZO_6_n3,JUBILAZO_6_n4,JUBILAZO_6_n5,JUBILAZO_6_n6,JUBILAZO_7_n1,JUBILAZO_7_n2,JUBILAZO_7_n3,JUBILAZO_7_n4,JUBILAZO_7_n5,JUBILAZO_7_n6,MULTIPLICAR_FACTOR,TERMINACION_n1
4528,2020-08-20 21:00:00,20,8,2020,Thursday,10,40,33,32,16,13,24,0,0,376152094,0,0,6,240710,12,120350,204,7080,364,3970,3231,1410,3099,1000,,,,,,,,,,34,23,25,30,5,20,0,0,741814354,4,14,41,32,33,19,0,0,546445622,5,27,37,12,7,13,0,0,7884883,10,31,18,36,33,7,39,16,10,28,29,14,17,1,27,25,12,21,18,26,25,32,4,28,,,,,,,,,,,,,,,,,,,,,,,,,21,12,14,29,10,13,9,24,41,16,33,22,,,,,,,4,6
4529,2020-08-23 21:00:00,23,8,2020,Sunday,38,15,30,19,25,40,13,0,0,430166973,1,13405230,5,395350,10,197670,256,7720,407,4860,4542,1370,4205,1000,,,,,,,,,,31,26,14,39,12,8,0,0,759127407,19,6,11,14,36,13,0,0,559190919,16,37,14,13,34,26,0,0,15918205,19,3,11,32,24,17,21,39,12,24,19,5,38,36,29,17,31,7,17,6,40,39,20,25,,,,,,,,,,,,,,,,,,,,,,,,,3,41,40,13,32,9,30,7,25,6,8,27,,,,,,,3,5
4530,2020-08-25 21:00:00,25,8,2020,Tuesday,40,15,4,13,9,33,7,0,0,504148002,0,0,5,286680,42,34130,338,4240,716,2000,4897,1050,5888,1000,,,,,,,,,,8,41,21,13,30,4,0,0,783426930,13,26,32,36,3,38,0,0,577076585,33,24,35,21,10,34,0,0,27252807,27,9,4,37,32,34,15,36,34,25,12,6,17,5,35,9,28,11,28,9,40,4,32,19,,,,,,,,,,,,,,,,,,,,,,,,,1,13,31,35,37,33,18,23,25,11,27,36,,,,,,,2,1
4531,2020-08-27 21:00:00,27,8,2020,Thursday,23,5,11,13,33,30,10,0,0,554260845,0,0,19,79740,23,65870,561,2700,593,2560,6578,1050,4372,1000,,,,,,,,,,7,2,27,29,16,24,0,0,800682773,4,32,25,10,26,36,0,0,589798218,33,13,8,41,31,40,0,0,35213217,11,18,40,19,34,13,2,11,6,30,23,27,6,20,10,4,19,17,31,28,10,41,32,34,,,,,,,,,,,,,,,,,,,,,,,,,14,23,11,15,7,40,11,32,17,7,37,3,,,,,,,7,7
4532,2020-08-30 21:00:00,30,8,2020,Sunday,36,10,28,33,18,35,12,0,0,607613286,0,0,9,225740,16,126980,335,6060,454,4480,5401,1180,4711,1000,,,,,,,,,,19,10,18,13,31,7,0,0,818927158,27,26,11,40,16,30,0,0,603255626,13,35,17,29,2,23,0,0,43642156,31,35,14,33,12,21,32,19,26,3,41,38,13,1,30,4,34,36,12,20,35,23,4,22,,,,,,,,,,,,,,,,,,,,,,,,,41,3,7,11,4,40,18,12,32,34,36,9,,,,,,,4,1
4533,2020-09-01 21:00:00,1,9,2020,Tuesday,9,12,11,40,41,22,1,0,0,683276164,0,0,4,375540,22,68280,238,6310,502,2990,4038,1170,4222,1000,,,,,,,,,,10,1,24,4,33,3,0,0,843976711,37,38,19,34,26,40,0,0,621738519,7,35,14,2,17,36,0,0,55299709,20,21,39,41,14,13,27,6,26,9,33,29,24,33,41,32,38,21,34,16,19,9,20,27,,,,,,,,,,,,,,,,,,,,,,,,,30,12,13,15,25,17,23,28,18,9,41,14,,,,,,,3,9
4534,2020-09-03 21:00:00,3,9,2020,Thursday,21,38,26,9,11,25,19,0,0,738454173,0,0,8,192170,23,66840,280,5490,470,3270,5176,1050,3811,1000,,,,,,,,,,32,25,28,31,1,19,0,0,862139300,33,2,29,25,1,23,0,0,635130699,37,28,41,32,25,40,0,0,63672412,6,40,37,31,28,23,22,17,21,39,36,12,20,27,14,33,22,30,39,17,13,6,9,11,,,,,,,,,,,,,,,,,,,,,,,,,12,16,34,15,24,21,21,27,10,26,19,7,,,,,,,3,8
4535,2020-09-06 21:00:00,6,9,2020,Sunday,1,3,11,36,24,31,39,0,0,794835133,1,16908640,22,96670,22,96620,634,5010,429,4960,8610,1050,3233,1000,,,,,,,,,,26,37,20,21,27,7,0,0,880726623,12,39,11,40,35,41,0,0,648842888,19,34,2,31,23,13,0,0,72250198,15,20,26,17,8,4,41,1,22,16,24,31,1,3,34,29,20,38,40,36,18,32,26,9,,,,,,,,,,,,,,,,,,,,,,,,,38,40,34,36,2,6,6,32,12,39,9,31,,,,,,,3,4
4536,2020-09-08 21:00:00,8,9,2020,Tuesday,24,18,2,40,3,32,14,0,0,872233021,0,0,3,557080,17,98310,312,5360,495,3380,4964,1060,3975,1000,,,,,,,,,,27,28,38,1,23,4,0,0,906982494,34,18,2,26,41,4,0,0,668233698,15,6,7,5,23,34,0,0,84484421,5,19,38,41,7,20,15,33,18,25,11,27,28,12,30,39,38,5,33,30,29,41,25,40,,,,,,,,,,,,,,,,,,,,,,,,,41,40,16,38,26,24,7,11,14,25,27,15,,,,,,,3,6
4537,2020-09-10 21:00:00,10,9,2020,Thursday,28,23,33,2,41,40,17,0,0,934348330,0,0,9,192990,21,82710,269,6460,416,4180,4168,1310,3889,1000,,,,,,,,,,12,6,38,7,35,33,0,0,927367035,40,30,16,26,4,24,0,0,683243455,1,40,32,4,18,5,0,0,93889898,5,18,35,3,38,8,31,30,19,41,38,16,19,14,17,16,36,28,5,33,35,3,14,40,,,,,,,,,,,,,,,,,,,,,,,,,3,9,14,10,32,29,22,16,40,35,33,2,,,,,,,2,3
4538,2020-09-13 21:00:00,13,9,2020,Sunday,31,2,5,6,20,25,32,0,0,999158541,0,0,20,117700,20,117650,652,4760,500,4710,9710,1050,4198,1000,,,,,,,,,,10,26,35,31,21,23,0,0,948443488,34,27,33,10,21,8,0,0,698794284,7,6,20,18,14,29,0,0,103652166,7,26,30,27,17,21,21,31,41,2,36,30,3,29,24,39,9,37,8,27,39,38,28,15,,,,,,,,,,,,,,,,,,,,,,,,,26,33,2,23,7,17,22,40,27,34,11,4,,,,,,,2,6
4539,2020-09-15 21:00:00,15,9,2020,Tuesday,5,15,26,41,21,7,22,0,0,1084437287,0,0,7,264650,33,56140,539,3440,660,2810,7766,1050,4829,1000,,,,,,,,,,17,35,19,28,6,4,0,0,977494284,10,39,19,25,3,41,0,0,720250070,10,38,5,22,13,2,0,0,117173371,10,30,41,24,25,11,7,1,35,6,16,28,22,13,8,38,17,26,4,17,41,26,9,15,,,,,,,,,,,,,,,,,,,,,,,,,16,37,11,24,32,30,24,31,22,10,40,38,,,,,,,3,0
4540,2020-09-17 21:00:00,17,9,2020,Thursday,25,29,10,33,24,5,26,0,0,1150496863,0,0,12,165570,20,99340,464,4280,522,3810,7043,1050,4254,1000,,,,,,,,,,24,12,26,15,5,16,0,0,1000086677,6,29,31,8,41,33,0,0,736902293,37,41,22,11,25,23,0,0,127623719,4,34,12,18,38,19,11,2,38,35,27,36,36,31,25,38,8,22,13,2,20,1,6,11,,,,,,,,,,,,,,,,,,,,,,,,,20,7,35,9,1,28,1,11,4,25,27,30,,,,,,,2,6
4541,2020-09-20 21:00:00,20,9,2020,Sunday,31,18,26,23,10,37,36,0,0,1223669265,0,0,12,139260,20,83550,330,5260,321,5210,4452,1180,2785,1000,,,,,,,,,,3,34,28,19,7,31,0,0,1024486737,34,33,35,15,7,9,0,0,754892054,17,5,25,33,39,16,0,0,138945324,16,13,18,8,39,14,27,29,30,18,12,36,15,21,20,29,24,2,5,33,20,38,8,36,,,,,,,,,,,,,,,,,,,,,,,,,1,29,5,2,25,22,5,3,6,9,20,36,,,,,,,7,5
4542,2020-09-22 21:00:00,22,9,2020,Tuesday,1,5,4,18,10,24,17,0,0,1286937365,1,22080460,21,94130,37,53420,731,2700,802,2470,8680,1050,5650,1000,,,,,,,,,,8,12,14,4,5,38,0,0,1045203028,15,7,13,4,40,3,0,0,770180868,9,22,19,34,11,18,0,0,148508230,19,3,14,24,9,22,20,16,36,26,14,40,25,13,11,18,8,6,1,19,36,8,38,39,,,,,,,,,,,,,,,,,,,,,,,,,7,30,23,32,12,13,27,11,4,28,7,14,,,,,,,2,4
4543,2020-09-24 21:00:00,24,9,2020,Thursday,2,37,25,6,27,21,40,0,0,1356493913,1,3373800,13,155710,17,119080,438,5100,401,5050,6787,1050,3174,1000,,,,,,,,,,11,31,4,14,36,7,0,0,1069392381,34,28,17,6,2,18,0,0,787971390,8,17,30,41,25,4,0,0,159656385,9,31,11,32,24,4,39,10,41,9,7,21,13,10,2,39,1,6,23,33,30,20,18,4,,,,,,,,,,,,,,,,,,,,,,,,,28,37,9,18,8,12,30,38,35,29,33,37,,,,,,,3,4
4544,2020-09-27 21:00:00,27,9,2020,Sunday,5,29,26,16,37,4,2,0,0,1432429586,1,4396180,12,219810,38,69410,461,5720,890,2960,7678,1080,7075,1000,,,,,,,,,,36,7,26,1,17,19,0,0,1094164870,8,17,24,26,7,25,0,0,806255534,10,8,39,33,12,29,0,0,171124058,34,20,8,38,14,12,38,34,40,2,23,29,24,18,1,6,19,38,30,29,8,32,33,19,,,,,,,,,,,,,,,,,,,,,,,,,40,34,22,14,27,29,41,26,35,13,29,16,,,,,,,2,1
4545,2020-09-29 21:00:00,29,9,2020,Tuesday,16,12,38,29,30,35,15,0,0,1529672987,0,0,4,548630,13,168810,264,8310,441,4980,4586,1500,4123,1000,,,,,,,,,,30,12,33,37,39,40,0,0,1126845303,11,27,35,32,28,1,0,0,830445249,6,2,35,12,37,21,0,0,186376825,28,17,40,15,41,38,5,13,14,34,15,22,5,4,38,19,35,12,35,32,5,3,20,16,,,,,,,,,,,,,,,,,,,,,,,,,25,17,1,34,35,31,38,2,12,8,14,20,,,,,,,4,6
4546,2020-10-01 21:00:00,1,10,2020,Thursday,24,11,13,2,5,33,36,0,0,1612388890,3,2528700,29,81280,40,58930,913,2850,841,2800,10532,1050,5437,1000,,,,,,,,,,13,32,34,28,35,4,0,0,1153717286,12,1,26,18,23,33,0,0,850210874,13,32,2,40,19,16,0,0,198805342,4,27,38,31,22,37,19,10,5,24,13,3,27,30,13,31,21,10,2,28,23,41,8,37,,,,,,,,,,,,,,,,,,,,,,,,,7,4,19,30,10,6,41,18,7,12,34,9,,,,,,,2,7
4547,2020-10-04 21:00:00,4,10,2020,Sunday,28,5,38,34,7,29,1,1,1771258220,1696222059,0,0,6,501170,30,100230,457,6580,819,3670,8050,1170,7776,1000,,,,,,,,,,2,39,37,35,21,33,0,0,1182682067,4,8,32,18,20,9,0,0,871570044,5,29,3,9,16,32,0,0,212249794,4,27,22,24,18,1,41,23,19,8,35,38,24,12,13,34,32,3,8,2,23,17,37,7,,,,,,,,,,,,,,,,,,,,,,,,,26,28,21,6,1,16,36,38,26,17,1,30,,,,,,,7,1
4548,2020-10-06 21:00:00,6,10,2020,Tuesday,14,33,11,17,40,29,19,0,0,0,0,0,8,271110,11,197170,413,5250,533,4070,6396,1070,4861,1000,,,,,,,,,,1,32,27,26,41,20,0,0,1220323246,23,21,7,1,2,17,0,0,899441453,10,11,40,37,28,33,0,0,229848474,29,16,40,26,7,39,8,1,24,11,15,9,6,39,16,23,18,35,28,31,8,3,23,25,,,,,,,,,,,,,,,,,,,,,,,,,29,4,22,35,28,18,28,12,38,33,20,16,,,,,,,4,7
4549,2020-10-08 21:00:00,8,10,2020,Thursday,34,15,37,33,6,16,18,0,0,80902820,0,0,3,710020,26,81930,275,7750,407,5230,4700,1420,4525,1000,,,,,,,,,,19,33,35,36,2,11,0,0,1247774495,15,27,16,10,14,33,0,0,919757101,36,21,11,39,30,15,0,0,242687648,29,2,26,36,9,38,23,29,11,17,27,16,10,30,2,38,40,19,7,10,16,30,20,21,,,,,,,,,,,,,,,,,,,,,,,,,25,7,10,19,21,3,13,34,41,6,7,15,,,,,,,2,9
4550,2020-10-11 21:00:00,11,10,2020,Sunday,20,29,32,11,4,14,23,0,0,160661787,1,16676450,18,150000,61,44260,707,3820,1009,2680,9345,1050,7301,1000,,,,,,,,,,17,39,25,6,8,11,0,0,1274675888,7,23,22,21,8,24,0,0,939619710,9,22,8,16,5,38,0,0,255231335,14,38,33,7,32,2,12,41,4,1,21,16,38,14,29,1,23,33,21,39,20,6,18,28,,,,,,,,,,,,,,,,,,,,,,,,,38,20,37,30,11,13,18,19,33,8,12,41,,,,,,,2,6
4551,2020-10-13 21:00:00,13,10,2020,Tuesday,28,23,19,1,15,29,2,0,0,258781516,0,0,6,364150,34,64260,524,4170,749,2920,7373,1050,6037,1000,,,,,,,,,,8,2,21,40,19,29,0,0,1309226143,5,26,15,1,16,32,1,965910520,965166703,25,22,26,13,9,18,0,0,271400234,1,4,34,24,32,40,14,25,1,7,35,4,40,17,23,19,22,26,20,6,17,30,24,35,,,,,,,,,,,,,,,,,,,,,,,,,14,34,12,17,30,21,,,,,,,,,,,,,4,9
4552,2020-10-15 21:00:00,15,10,2020,Thursday,16,36,34,10,28,11,12,0,0,338256594,1,7243590,5,432250,13,166250,349,6190,462,4680,5528,1230,4575,1000,,,,,,,,,,9,18,13,29,1,5,0,0,1336920868,21,23,27,14,15,39,0,0,0,21,3,16,22,20,37,0,0,284265237,22,9,27,20,8,40,2,4,9,13,31,21,14,13,29,15,10,8,6,13,3,10,15,27,,,,,,,,,,,,,,,,,,,,,,,,,19,16,13,11,14,8,,,,,,,,,,,,,2,1
4553,2020-10-18 21:00:00,18,10,2020,Sunday,1,20,24,35,33,4,14,0,0,419173404,0,0,6,462430,47,59030,495,5610,819,3390,7971,1090,6991,1000,,,,,,,,,,34,40,41,13,20,3,0,0,1364009883,26,30,18,32,35,23,0,0,19607460,13,36,24,15,17,11,0,0,296789307,4,18,1,34,28,21,41,34,40,18,3,27,4,35,9,30,27,6,34,31,17,26,30,40,,,,,,,,,,,,,,,,,,,,,,,,,26,4,39,2,35,10,,,,,,,,,,,,,4,9
4554,2020-10-20 21:00:00,20,10,2020,Tuesday,27,9,4,6,21,31,19,0,0,521950116,0,0,33,68810,67,33890,975,2330,1189,1910,10951,1050,6815,1000,,,,,,,,,,12,2,13,31,18,25,0,0,1399314421,13,39,20,18,7,23,0,0,45175910,14,11,26,8,15,31,0,0,313201053,11,12,4,34,21,36,41,32,20,6,28,25,35,13,41,25,8,34,37,26,2,19,11,27,,,,,,,,,,,,,,,,,,,,,,,,,7,34,22,41,32,27,,,,,,,,,,,,,5,9
4555,2020-10-22 21:00:00,22,10,2020,Thursday,16,20,5,17,24,9,12,0,0,600466656,2,6106490,23,99250,63,36230,707,3230,1082,2110,8921,1050,6962,1000,,,,,,,,,,40,22,18,37,15,20,0,0,1427739241,36,35,37,12,11,40,0,0,65588051,38,18,34,31,20,2,0,0,326279723,6,13,34,30,25,1,7,31,9,27,17,1,5,1,24,22,41,3,11,28,21,2,39,8,,,,,,,,,,,,,,,,,,,,,,,,,41,24,27,23,21,6,,,,,,,,,,,,,3,0
4556,2020-10-25 21:00:00,25,10,2020,Sunday,13,39,37,26,36,18,3,0,0,681527870,0,0,4,681290,46,59240,366,7450,904,3010,5825,1470,7668,1000,,,,,,,,,,27,3,31,20,17,33,0,0,1456249845,3,10,39,27,41,34,0,0,86047519,8,29,7,36,13,37,0,0,339401551,7,41,5,37,16,20,12,18,31,17,28,29,41,24,11,2,37,29,31,27,39,8,10,24,,,,,,,,,,,,,,,,,,,,,,,,,13,38,34,29,19,11,,,,,,,,,,,,,7,0
4557,2020-10-27 21:00:00,27,10,2020,Tuesday,17,25,35,18,27,15,34,0,0,781631338,0,0,11,206680,14,162400,548,5060,454,5010,7898,1050,3606,1000,,,,,,,,,,35,40,10,30,31,21,0,0,1490713894,20,22,34,21,36,15,0,0,110898953,24,35,14,27,4,21,0,0,355380325,9,30,1,4,3,37,21,29,16,37,35,6,32,19,17,1,16,40,18,40,17,33,29,25,,,,,,,,,,,,,,,,,,,,,,,,,17,6,36,41,26,11,,,,,,,,,,,,,2,4
4558,2020-10-29 21:00:00,29,10,2020,Thursday,11,23,18,14,4,33,36,0,0,866310356,2,6041330,24,93790,53,42470,906,3440,664,3390,9930,1050,5030,1000,,,,,,,,,,18,14,13,33,15,28,0,0,1519202703,15,8,13,37,29,4,0,0,131244517,20,2,8,5,23,21,0,0,368424419,3,7,23,17,26,11,17,27,7,36,39,31,4,18,25,20,8,14,9,34,31,28,20,30,,,,,,,,,,,,,,,,,,,,,,,,,38,7,39,10,28,26,,,,,,,,,,,,,2,5
4559,2020-11-01 21:00:00,1,11,2020,Sunday,38,17,4,22,27,19,25,0,0,946019954,0,0,27,107900,33,88280,615,4740,762,3820,9278,1050,6577,1000,,,,,,,,,,7,4,11,17,34,16,0,0,1547174857,37,24,1,22,6,27,0,0,151243589,16,38,10,24,39,29,1,390402080,381252967,6,32,37,10,8,41,36,22,20,12,1,38,33,41,34,8,15,21,6,26,33,37,10,22,,,,,,,,,,,,,,,,,,,,,,,,,34,15,32,7,21,30,,,,,,,,,,,,,7,6
4560,2020-11-03 21:00:00,3,11,2020,Tuesday,2,39,36,37,27,26,17,0,0,1054083584,0,0,6,385590,17,136090,258,8970,557,4150,4745,1530,5086,1000,,,,,,,,,,31,1,35,16,12,7,0,0,1584150672,19,2,41,14,22,7,0,0,177862182,35,22,29,39,13,34,0,0,0,20,10,38,15,19,40,9,12,28,37,25,39,25,22,3,29,18,14,8,25,1,5,7,11,,,,,,,,,,,,,,,,,,,,,,,,,14,40,26,27,34,4,,,,,,,,,,,,,4,3
4561,2020-11-05 21:00:00,5,11,2020,Thursday,33,38,8,20,40,35,26,0,0,1140528725,0,0,3,770270,18,128380,318,7270,428,5400,4891,1490,3925,1000,,,,,,,,,,15,29,8,10,16,12,0,0,1612938987,9,27,28,7,35,33,0,0,198395705,29,40,11,19,32,7,0,0,13151172,35,12,27,24,40,19,21,31,17,2,12,34,32,39,40,21,37,26,12,29,7,30,39,17,,,,,,,,,,,,,,,,,,,,,,,,,17,12,14,21,4,31,,,,,,,,,,,,,5,3
4562,2020-11-08 21:00:00,8,11,2020,Sunday,29,24,41,40,30,25,2,1,1315191170,1228011614,0,0,9,338640,21,145130,325,9380,605,5040,5912,1620,6546,1000,,,,,,,,,,5,33,10,13,29,34,0,0,1641756674,38,17,39,6,3,32,0,0,218925305,25,2,19,37,35,29,0,0,26264744,34,39,32,20,1,28,5,13,27,7,16,18,41,35,7,27,11,1,29,41,22,21,6,15,,,,,,,,,,,,,,,,,,,,,,,,,7,32,18,13,1,33,,,,,,,,,,,,,4,2
4563,2020-11-10 21:00:00,10,11,2020,Tuesday,16,5,41,34,40,32,20,0,0,0,0,0,12,177760,19,112270,261,8170,432,4940,4158,1610,3696,1000,,,,,,,,,,36,19,25,21,23,12,0,0,1680354387,28,18,24,2,27,9,0,0,246630211,29,4,41,35,38,7,0,0,44020935,33,37,4,38,31,36,6,33,2,39,5,27,26,9,12,11,25,3,33,20,26,21,34,37,,,,,,,,,,,,,,,,,,,,,,,,,19,24,28,12,6,40,,,,,,,,,,,,,3,2
4564,2020-11-12 21:00:00,12,11,2020,Thursday,9,19,27,15,41,14,21,0,0,80715448,0,0,7,307280,27,79660,405,5310,813,2650,6951,1050,6417,1000,,,,,,,,,,39,23,16,27,25,12,0,0,1707425864,16,34,3,38,22,24,0,0,265952361,12,3,9,33,2,20,0,0,56390109,15,34,30,12,3,6,10,30,4,37,11,19,22,6,10,17,7,14,41,15,10,9,14,11,,,,,,,,,,,,,,,,,,,,,,,,,8,25,9,33,6,24,,,,,,,,,,,,,4,1
4565,2020-11-15 21:00:00,15,11,2020,Sunday,33,41,36,31,29,2,6,0,0,158800660,0,0,4,732530,33,88790,419,6990,721,4060,6660,1380,6781,1000,,,,,,,,,,18,1,38,36,15,9,0,0,1734679661,2,21,20,35,31,19,0,0,285429365,33,26,32,30,38,40,1,84532680,68846172,33,7,27,13,24,2,4,39,25,23,19,27,35,19,21,27,34,10,38,22,7,28,34,33,,,,,,,,,,,,,,,,,,,,,,,,,37,28,14,9,11,17,,,,,,,,,,,,,2,1
4566,2020-11-17 21:00:00,17,11,2020,Tuesday,39,27,5,19,18,37,26,0,0,267944849,1,33215160,4,532400,16,133100,388,5490,438,4860,5700,1170,4053,1000,,,,,,,,,,14,16,11,30,18,34,0,0,1772318988,31,23,10,2,19,35,0,0,312570026,2,33,41,14,36,19,0,0,0,16,27,10,35,18,31,32,40,33,14,30,16,19,33,14,29,24,34,20,38,36,31,10,30,,,,,,,,,,,,,,,,,,,,,,,,,26,11,4,41,29,23,,,,,,,,,,,,,4,6
4567,2020-11-19 21:00:00,19,11,2020,Thursday,20,28,37,9,38,39,30,0,0,348170768,0,0,4,545070,21,103820,256,8520,375,5810,4220,1620,3533,1000,,,,,,,,,,34,25,33,9,39,6,0,0,1799312811,15,11,14,17,9,27,0,0,331803039,25,2,28,15,4,41,0,0,12263730,29,23,13,11,3,22,24,18,10,11,14,3,13,11,20,30,29,10,16,39,18,23,19,29,,,,,,,,,,,,,,,,,,,,,,,,,19,11,32,24,8,25,,,,,,,,,,,,,7,7
4568,2020-11-22 21:00:00,22,11,2020,Sunday,36,25,24,20,13,2,28,0,0,430926633,0,0,13,225800,26,112900,728,4030,866,3390,9984,1050,7043,1000,,,,,,,,,,9,10,29,36,41,18,0,0,1826854996,5,39,35,6,18,7,0,0,351420430,6,24,18,14,11,10,0,0,24760499,31,18,11,39,22,4,25,29,20,41,26,21,9,21,25,40,28,27,14,6,5,16,12,10,,,,,,,,,,,,,,,,,,,,,,,,,8,35,32,33,18,5,,,,,,,,,,,,,4,4
4569,2020-11-24 21:00:00,24,11,2020,Tuesday,8,39,29,14,9,11,3,0,0,538709286,0,0,7,320530,40,56090,459,4890,999,2250,7255,1050,8316,1000,,,,,,,,,,32,21,17,19,25,5,0,0,1864325413,31,8,4,33,39,22,0,0,378456628,15,24,26,8,40,38,0,0,42041868,8,2,23,18,6,40,23,37,32,36,25,41,7,9,10,24,25,5,41,18,30,8,14,27,,,,,,,,,,,,,,,,,,,,,,,,,21,13,41,25,36,37,,,,,,,,,,,,,2,2
4570,2020-11-26 21:00:00,26,11,2020,Thursday,24,28,10,17,16,32,4,0,0,618500491,0,0,9,244140,60,36620,427,5150,941,2340,6253,1100,6634,1000,,,,,,,,,,26,40,34,22,30,33,0,0,1892638558,38,26,21,13,23,29,0,0,398596823,9,1,17,24,5,15,0,0,54880878,15,26,38,23,6,29,29,12,31,35,8,30,9,3,7,12,5,14,21,4,2,1,30,39,,,,,,,,,,,,,,,,,,,,,,,,,19,9,34,16,38,14,,,,,,,,,,,,,4,7
4571,2020-11-29 21:00:00,29,11,2020,Sunday,40,37,32,8,39,41,29,0,0,698764606,1,20829810,9,326820,16,183830,451,6520,531,5540,5445,1700,4535,1000,,,,,,,,,,27,17,2,24,35,41,0,0,1920182785,1,3,26,33,22,8,0,0,418222674,9,30,16,20,4,21,0,0,67363915,21,3,37,33,12,34,38,32,37,9,17,27,3,33,8,12,29,26,40,1,39,33,17,19,,,,,,,,,,,,,,,,,,,,,,,,,27,32,40,9,37,12,,,,,,,,,,,,,3,1
4572,2020-12-01 21:00:00,1,12,2020,Tuesday,14,31,13,1,36,2,25,0,0,810607468,0,0,11,214140,35,67300,454,5190,856,2750,7465,1050,6221,1000,,,,,,,,,,21,15,3,5,33,39,1,1948041070,1957823394,26,24,38,4,3,40,0,0,445241952,31,16,22,34,4,19,0,0,84626565,30,33,29,11,24,16,2,35,10,3,21,32,31,30,8,10,9,12,15,21,35,18,40,25,,,,,,,,,,,,,,,,,,,,,,,,,13,17,27,18,7,34,,,,,,,,,,,,,3,1
