sorteo,fecha,dia,mes,anio,dia_semana,LOTO_n1,LOTO_n2,LOTO_n3,LOTO_n4,LOTO_n5,LOTO_n6,LOTO_comodin,LOTO_GANADORES,LOTO_MONTO,LOTO_POZO_ACUMULADO,SUPER_QUINA_5_ACIERTOS_COMODIN_GANADORES,SUPER_QUINA_5_ACIERTOS_COMODIN_MONTO,QUINA_5_ACIERTOS_GANADORES,QUINA_5_ACIERTOS_MONTO,SUPER_CUATERNA_4_ACIERTOS_COMODIN_GANADORES,SUPER_CUATERNA_4_ACIERTOS_COMODIN_MONTO,CUATERNA_4_ACIERTOS_GANADORES,CUATERNA_4_ACIERTOS_MONTO,SUPER_TERNA_3_ACIERTOS_COMODIN_GANADORES,SUPER_TERNA_3_ACIERTOS_COMODIN_MONTO,TERNA_3_ACIERTOS_GANADORES,TERNA_3_ACIERTOS_MONTO,SUPER_DUPLA_2_ACIERTOS_COMODIN_GANADORES,SUPER_DUPLA_2_ACIERTOS_COMODIN_MONTO,AHORA_SI_QUE_SI_n1,AHORA_SI_QUE_SI_n2,AHORA_SI_QUE_SI_n3,AHORA_SI_QUE_SI_n4,AHORA_SI_QUE_SI_n5,AHORA_SI_QUE_SI_n6,AHORA_SI_QUE_SI_GANADORES,AHORA_SI_QUE_SI_MONTO,AHORA_SI_QUE_SI_ACUMULADO,RECARGADO_n1,RECARGADO_n2,RECARGADO_n3,RECARGADO_n4,RECARGADO_n5,RECARGADO_n6,RECARGADO_6_ACIERTOS_GANADORES,RECARGADO_6_ACIERTOS_MONTO,RECARGADO_POZO_ACUMULADO,REVANCHA_n1,REVANCHA_n2,REVANCHA_n3,REVANCHA_n4,REVANCHA_n5,REVANCHA_n6,REVANCHA_GANADORES,REVANCHA_MONTO,REVANCHA_POZO_ACUMULADO,DESQUITE_n1,DESQUITE_n2,DESQUITE_n3,DESQUITE_n4,DESQUITE_n5,DESQUITE_n6,DESQUITE_GANADORES,DESQUITE_MONTO,DESQUITE_POZO_ACUMULADO,JUBILAZO_1_n1,JUBILAZO_1_n2,JUBILAZO_1_n3,JUBILAZO_1_n4,JUBILAZO_1_n5,JUBILAZO_1_n6,JUBILAZO_2_n1,JUBILAZO_2_n2,JUBILAZO_2_n3,JUBILAZO_2_n4,JUBILAZO_2_n5,JUBILAZO_2_n6,JUBILAZO_3_n1,JUBILAZO_3_n2,JUBILAZO_3_n3,JUBILAZO_3_n4,JUBILAZO_3_n5,JUBILAZO_3_n6,JUBILAZO_4_n1,JUBILAZO_4_n2,JUBILAZO_4_n3,JUBILAZO_4_n4,JUBILAZO_4_n5,JUBILAZO_4_n6,JUBILAZO_50_ANOS_1_n1,JUBILAZO_50_ANOS_1_n2,JUBILAZO_50_ANOS_1_n3,JUBILAZO_50_ANOS_1_n4,JUBILAZO_50_ANOS_1_n5,JUBILAZO_50_ANOS_1_n6,JUBILAZO_50_ANOS_2_n1,JUBILAZO_50_ANOS_2_n2,JUBILAZO_50_ANOS_2_n3,JUBILAZO_50_ANOS_2_n4,JUBILAZO_50_ANOS_2_n5,JUBILAZO_50_ANOS_2_n6,JUBILAZO_50_ANOS_3_n1,JUBILAZO_50_ANOS_3_n2,JUBILAZO_50_ANOS_3_n3,JUBILAZO_50_ANOS_3_n4,JUBILAZO_50_ANOS_3_n5,JUBILAZO_50_ANOS_3_n6,JUBILAZO_50_ANOS_n1,JUBILAZO_50_ANOS_n2,JUBILAZO_50_ANOS_n3,JUBILAZO_50_ANOS_n4,JUBILAZO_50_ANOS_n5,JUBILAZO_50_ANOS_n6,JUBILAZO_5_n1,JUBILAZO_5_n2,JUBILAZO_5_n3,JUBILAZO_5_n4,JUBILAZO_5_n5,JUBILAZO_5_n6,JUBILAZO_6_n1,JUBILAZO_6_n2,JUBILAZO_6_n3,JUBILAZO_6_n4,JUBILAZO_6_n5,JUBILAZO_6_n6,JUBILAZO_7_n1,JUBILAZO_7_n2,JUBILAZO_7_n3,JUBILAZO_7_n4,JUBILAZO_7_n5,JUBILAZO_7_n6,MULTIPLICAR_FACTOR,TERMINACION_n1
4483,2020-05-07 21:00:00,7,5,2020,Thursday,27,34,15,11,23,36,29,0,0,166664253,0,0,5,269350,13,103600,309,4360,366,3680,4261,1050,3117,1000,,,,,,,,,,7,26,20,39,35,18,0,0,0,28,20,29,36,4,6,0,0,0,5,22,24,37,13,36,0,0,468527143,28,41,36,22,20,3,4,15,30,7,22,1,7,2,23,20,6,31,30,9,3,34,32,20,,,,,,,,,,,,,,,,,,,,,,,,,37,11,18,35,36,34,40,18,20,17,9,12,,,,,,,4,9
4484,2020-05-10 21:00:00,10,5,2020,Sunday,14,9,3,32,6,13,23,0,0,216572940,1,10428310,19,93520,93,19110,716,2480,1032,1720,7979,1050,5979,1000,,,,,,,,,,36,35,22,32,23,17,0,0,15661033,32,9,34,35,1,39,0,0,11520436,1,21,8,16,9,26,0,0,475896498,29,20,34,2,33,31,14,34,37,13,21,35,11,19,26,24,7,21,11,24,29,14,13,38,,,,,,,,,,,,,,,,,,,,,,,,,11,16,12,9,33,27,38,25,7,17,30,4,,,,,,,2,2
4485,2020-05-12 21:00:00,12,5,2020,Tuesday,29,21,20,26,13,11,8,0,0,278000713,2,1035260,6,207050,40,31060,342,3630,621,2000,4693,1050,4090,1000,,,,,,,,,,2,9,41,27,1,19,0,0,36680304,15,5,4,6,2,26,0,0,27050053,7,24,26,40,20,14,0,0,485864994,13,40,38,8,30,18,27,28,22,40,14,41,39,16,30,34,7,23,12,21,17,7,3,37,,,,,,,,,,,,,,,,,,,,,,,,,34,38,2,3,28,30,32,39,26,37,9,41,,,,,,,3,3
4486,2020-05-14 21:00:00,14,5,2020,Thursday,37,1,32,8,26,23,40,0,0,321985046,0,0,4,310180,6,206790,187,6640,189,6570,3144,1240,1596,1000,,,,,,,,,,12,17,24,16,10,9,0,0,51021524,27,16,34,2,5,32,0,0,37620149,27,39,7,31,12,35,0,0,492619180,12,14,11,20,26,18,34,8,33,6,13,39,8,37,17,39,35,28,39,1,21,3,26,14,,,,,,,,,,,,,,,,,,,,,,,,,8,30,12,6,25,4,6,23,3,14,20,12,,,,,,,2,8
4487,2020-05-17 21:00:00,17,5,2020,Sunday,6,26,7,32,17,29,10,0,0,369491728,0,0,5,328560,26,63190,391,4200,579,2840,5650,1050,4459,1000,,,,,,,,,,32,14,37,29,10,7,0,0,65250915,3,9,29,39,31,19,0,0,48138626,12,28,8,13,39,19,1,498336920,499349662,8,33,34,9,27,7,26,41,14,24,40,25,30,16,21,37,31,24,15,24,38,37,20,9,,,,,,,,,,,,,,,,,,,,,,,,,33,11,29,26,31,27,20,24,33,28,2,30,,,,,,,3,3
4488,2020-05-19 21:00:00,19,5,2020,Tuesday,12,8,6,22,27,30,41,0,0,429216388,0,0,5,229880,10,114940,377,6230,186,6180,4988,1050,1671,1000,,,,,,,,,,30,7,12,4,1,21,0,0,84535512,4,18,20,16,19,34,0,0,62398263,17,37,16,33,41,5,0,0,0,2,41,36,9,39,7,3,4,7,29,18,20,18,38,41,22,20,33,25,6,22,15,21,29,,,,,,,,,,,,,,,,,,,,,,,,,7,12,10,6,24,20,36,35,22,20,8,41,,,,,,,6,4
4489,2020-05-21 21:00:00,21,5,2020,Thursday,20,37,30,14,11,19,12,0,0,470148962,0,0,5,209900,10,104950,172,6100,248,4230,2762,1200,2195,1000,,,,,,,,,,6,36,26,30,39,37,0,0,97612465,36,30,21,35,8,27,0,0,72004532,5,35,39,11,14,34,0,0,6125449,9,26,33,22,5,28,19,35,22,1,7,30,18,28,38,6,30,4,10,40,39,23,15,34,,,,,,,,,,,,,,,,,,,,,,,,,14,23,30,16,35,37,22,4,34,32,16,2,,,,,,,3,8
4490,2020-05-24 21:00:00,24,5,2020,Sunday,33,38,1,23,28,29,14,0,0,509457825,0,0,2,821750,15,109570,193,8520,414,3970,3949,1310,3562,1000,,,,,,,,,,22,11,31,19,34,12,0,0,109459502,40,26,30,18,41,25,0,0,80761735,41,25,30,4,8,9,0,0,11708477,9,16,8,20,32,33,3,15,29,37,25,23,24,14,32,16,2,20,31,40,10,24,41,16,,,,,,,,,,,,,,,,,,,,,,,,,17,20,18,4,26,24,21,35,41,17,29,32,,,,,,,2,2
4491,2020-05-26 21:00:00,26,5,2020,Tuesday,7,1,11,3,26,35,22,0,0,570899648,0,0,14,85770,27,44470,448,2680,592,2030,5753,1050,3585,1000,,,,,,,,,,18,37,28,5,10,19,0,0,128453146,25,11,40,8,24,34,0,0,94767449,11,13,26,5,16,14,0,0,20692588,9,34,16,24,20,5,15,36,9,16,28,4,25,32,27,30,26,13,26,29,40,33,36,21,,,,,,,,,,,,,,,,,,,,,,,,,21,38,36,4,8,6,21,40,34,14,22,41,,,,,,,3,1
4492,2020-05-28 21:00:00,28,5,2020,Thursday,12,26,40,16,20,34,41,0,0,612486146,0,0,2,594070,8,148520,150,8240,145,8190,2665,1400,1493,1000,,,,,,,,,,29,28,2,32,25,20,0,0,141946655,30,37,38,9,24,7,0,0,104724133,31,10,41,5,12,20,0,0,27048786,7,19,34,27,16,25,29,5,30,32,8,4,19,21,14,38,26,5,9,20,23,10,26,35,,,,,,,,,,,,,,,,,,,,,,,,,10,11,15,17,6,8,15,35,37,33,25,9,,,,,,,2,1
4493,2020-05-31 21:00:00,31,5,2020,Sunday,3,31,12,11,20,25,27,0,0,657968955,1,18049680,14,122500,32,53590,511,3360,634,2710,6677,1050,4899,1000,,,,,,,,,,19,8,34,23,28,11,0,0,155222922,11,22,16,41,38,24,0,0,114520690,17,24,39,5,10,40,0,0,33296598,35,15,33,9,21,5,30,9,14,1,10,16,21,1,35,40,13,3,16,28,12,8,32,14,,,,,,,,,,,,,,,,,,,,,,,,,15,18,1,6,10,33,9,41,6,26,36,21,,,,,,,4,6
4494,2020-06-02 21:00:00,2,6,2020,Tuesday,12,17,26,19,40,9,3,0,0,719230989,0,0,0,0,28,44050,230,5360,531,2320,3535,1100,4322,1000,,,,,,,,,,13,6,1,3,14,32,0,0,174982733,2,1,7,39,40,37,0,0,129131846,4,29,23,41,1,26,0,0,42665864,33,31,27,32,10,36,34,4,41,15,28,39,25,2,22,27,29,14,7,38,8,30,2,32,,,,,,,,,,,,,,,,,,,,,,,,,37,36,32,2,22,31,6,38,31,29,28,39,,,,,,,7,0
4495,2020-06-04 21:00:00,4,6,2020,Thursday,17,28,34,14,21,18,32,0,0,763661419,0,0,1,2482980,10,124950,280,4460,371,3370,4260,1050,2441,1000,,,,,,,,,,8,40,10,22,4,9,0,0,188869400,9,36,14,33,17,19,0,0,139366239,15,14,27,41,11,38,0,0,49189709,30,18,11,27,22,4,29,17,2,28,10,16,35,6,28,25,38,29,10,7,35,40,19,36,,,,,,,,,,,,,,,,,,,,,,,,,39,10,20,25,27,41,8,41,36,18,29,38,,,,,,,3,9
4496,2020-06-07 21:00:00,7,6,2020,Sunday,34,10,31,8,24,16,40,0,0,810099347,0,0,12,146170,19,92320,361,5900,300,5850,5331,1050,2264,1000,,,,,,,,,,14,29,18,9,30,3,0,0,202841399,27,11,6,1,40,10,0,0,149629322,8,10,2,22,4,27,0,0,55741509,31,9,39,36,29,18,8,29,20,37,14,28,25,28,18,16,20,40,9,16,25,34,38,35,,,,,,,,,,,,,,,,,,,,,,,,,40,34,27,9,1,4,20,25,24,21,2,33,,,,,,,3,1
4497,2020-06-09 21:00:00,9,6,2020,Tuesday,23,41,40,11,32,36,22,0,0,876784876,0,0,5,251690,8,157310,168,7490,234,5380,2771,1430,2127,1000,,,,,,,,,,31,13,37,11,24,9,0,0,222942529,35,7,13,18,1,15,0,0,164425617,17,11,18,8,40,32,0,0,65230605,30,29,27,19,20,16,27,25,6,35,26,3,10,33,7,38,27,5,34,14,16,17,26,10,,,,,,,,,,,,,,,,,,,,,,,,,23,19,14,38,22,35,2,6,30,1,4,29,,,,,,,2,4
4498,2020-06-11 21:00:00,11,6,2020,Thursday,7,25,22,24,26,12,41,0,0,924444295,0,0,5,241350,8,150850,342,5800,210,5750,4601,1050,1755,1000,,,,,,,,,,18,6,2,17,14,4,0,0,236867136,38,16,21,15,9,32,0,0,174686003,37,41,9,4,22,25,0,0,71763605,9,19,27,18,22,33,18,8,22,29,33,19,38,22,17,14,13,23,33,15,12,31,17,29,,,,,,,,,,,,,,,,,,,,,,,,,15,40,11,6,24,13,2,27,34,17,12,14,,,,,,,4,0
4499,2020-06-14 21:00:00,14,6,2020,Sunday,14,13,17,21,25,12,38,0,0,968592591,1,13989380,9,187930,19,89020,437,6410,266,6360,6835,1050,2288,1000,,,,,,,,,,31,40,35,7,8,12,0,0,250231399,8,2,38,29,18,15,0,0,184522286,39,2,29,34,30,24,0,0,78035612,4,22,1,5,7,9,22,25,32,3,9,20,12,7,15,1,5,27,39,33,38,9,25,5,,,,,,,,,,,,,,,,,,,,,,,,,16,8,32,25,29,20,33,22,11,41,36,30,,,,,,,4,9
4500,2020-06-16 21:00:00,16,6,2020,Tuesday,36,15,23,22,21,25,19,0,0,1030211729,0,0,6,203010,8,152260,212,5750,306,3980,3704,1050,2778,1000,,,,,,,,,,11,6,29,21,31,25,0,0,269433053,13,37,41,21,22,6,0,0,198646930,11,7,26,35,8,30,0,0,87081436,36,8,12,20,14,7,10,41,32,27,18,9,23,18,29,3,19,37,34,26,29,7,1,11,,,,,,,,,,,,,,,,,,,,,,,,,26,10,29,3,22,6,4,9,29,15,19,40,,,,,,,2,9
4501,2020-06-18 21:00:00,18,6,2020,Thursday,4,7,32,2,21,26,37,0,0,1075554608,0,0,8,148630,13,91460,418,4730,254,4680,5478,1050,1905,1000,,,,,,,,,,16,15,28,20,18,5,0,0,282915046,36,7,15,29,28,25,0,0,208562173,32,3,28,41,17,23,0,0,93398236,2,10,12,41,15,13,25,15,34,35,31,16,2,28,16,25,40,9,25,9,1,12,39,10,,,,,,,,,,,,,,,,,,,,,,,,,21,22,20,1,27,30,20,21,41,28,16,14,,,,,,,2,2
4502,2020-06-21 21:00:00,21,6,2020,Sunday,31,39,8,17,33,1,11,0,0,1117839561,0,0,8,208430,17,98090,270,6180,512,3260,4515,1160,4715,1000,,,,,,,,,,29,37,21,23,35,30,0,0,295983629,15,16,34,13,38,3,0,0,218182051,34,18,7,6,38,19,0,0,99531695,31,19,8,16,2,21,3,30,7,2,12,21,35,22,34,19,12,11,10,5,26,18,4,40,,,,,,,,,,,,,,,,,,,,,,,,,27,33,31,16,24,29,16,15,19,12,14,39,,,,,,,3,7
4503,2020-06-23 21:00:00,23,6,2020,Tuesday,41,30,32,25,13,27,37,0,0,1179064008,0,0,3,402110,10,120630,179,7190,169,7140,3043,1250,1633,1000,,,,,,,,,,9,30,4,13,8,14,0,0,314901066,24,11,33,6,20,5,0,0,232142154,11,3,25,17,39,2,0,0,108469787,2,40,24,8,16,22,25,1,35,41,6,36,39,10,5,27,3,29,26,1,38,3,40,41,,,,,,,,,,,,,,,,,,,,,,,,,34,1,8,27,38,25,23,26,41,17,10,21,,,,,,,4,3
4504,2020-06-25 21:00:00,25,6,2020,Thursday,3,7,27,38,26,24,15,0,0,1225077572,0,0,3,399300,16,74870,286,4190,467,2570,4350,1050,3652,1000,,,,,,,,,,38,27,8,37,10,15,0,0,328183075,31,34,35,17,10,30,0,0,241951463,16,21,22,17,23,41,0,0,114713839,38,24,29,20,6,3,26,23,30,39,13,4,6,1,37,39,24,27,29,16,23,10,39,30,,,,,,,,,,,,,,,,,,,,,,,,,41,7,22,34,9,29,32,3,20,31,12,5,,,,,,,4,4
4505,2020-06-28 21:00:00,28,6,2020,Sunday,30,1,24,32,26,18,9,0,0,1267971053,1,13546060,4,412210,30,54960,272,6060,627,2630,4524,1150,4952,1000,,,,,,,,,,30,6,25,1,22,23,0,0,341351566,22,33,19,28,12,37,0,0,251654593,21,39,25,2,41,29,0,0,120892091,27,29,19,8,31,37,2,1,38,5,30,7,30,27,9,7,12,28,32,6,30,29,27,18,,,,,,,,,,,,,,,,,,,,,,,,,4,23,9,27,40,18,40,4,12,31,28,2,,,,,,,3,4
4506,2020-06-30 21:00:00,30,6,2020,Tuesday,32,13,11,37,35,38,1,0,0,1328198778,0,0,4,278570,6,185710,98,11370,173,6440,1920,1820,1953,1000,,,,,,,,,,29,27,24,15,35,37,0,0,359976231,26,8,5,2,40,17,0,0,265389464,12,38,37,31,35,25,0,0,129676922,18,39,7,24,5,27,9,38,11,41,7,30,26,13,19,22,37,33,22,6,29,11,4,12,,,,,,,,,,,,,,,,,,,,,,,,,34,20,35,19,10,28,5,22,28,39,34,1,,,,,,,3,3
4507,2020-07-02 21:00:00,2,7,2020,Thursday,25,35,3,41,26,28,11,0,0,1370341255,0,0,3,424590,13,97980,172,7410,359,3550,2992,1340,3365,1000,,,,,,,,,,22,15,1,19,11,27,0,0,372190997,37,18,36,3,7,41,0,0,274409541,40,21,31,4,28,24,0,0,135411167,38,12,32,21,30,16,17,11,13,40,35,16,21,28,35,2,4,9,4,18,41,23,26,8,,,,,,,,,,,,,,,,,,,,,,,,,19,9,32,40,5,36,32,26,17,21,6,31,,,,,,,2,1
4508,2020-07-05 21:00:00,5,7,2020,Sunday,27,38,28,10,41,8,25,0,0,1417345214,0,0,6,288280,14,123550,236,7330,355,4870,4132,1320,3341,1000,,,,,,,,,,30,10,2,37,25,20,0,0,386174762,17,5,37,23,20,12,0,0,284687460,27,33,25,17,11,41,0,0,141962885,38,20,17,32,15,29,35,1,39,14,23,37,27,2,23,1,28,26,22,9,2,12,30,32,,,,,,,,,,,,,,,,,,,,,,,,,22,5,24,8,29,27,39,10,14,40,27,12,,,,,,,4,9
4509,2020-07-07 21:00:00,7,7,2020,Tuesday,38,13,32,14,15,40,21,0,0,1482417336,0,0,0,0,12,110580,143,9280,269,4930,2399,1740,2866,1000,,,,,,,,,,37,2,31,20,39,25,0,0,405829559,36,27,13,2,16,34,0,0,299168650,6,37,7,38,32,39,0,0,151228179,25,28,41,30,19,22,37,41,33,23,8,26,12,35,15,3,7,11,12,1,27,19,20,28,,,,,,,,,,,,,,,,,,,,,,,,,10,24,16,27,25,7,21,13,27,35,22,28,,,,,,,3,5
4510,2020-07-09 21:00:00,9,7,2020,Thursday,20,14,11,10,8,15,6,0,0,1532040293,0,0,11,240090,28,46930,382,3440,517,2540,4639,1050,4029,1000,,,,,,,,,,5,28,15,20,3,37,0,0,420430798,27,40,34,18,13,28,0,0,309897033,10,17,39,13,6,30,0,0,158058955,30,3,24,18,25,5,33,39,28,40,2,14,1,5,18,41,14,34,2,38,8,20,18,14,,,,,,,,,,,,,,,,,,,,,,,,,32,24,18,36,14,38,39,37,19,31,1,28,,,,,,,3,0
4511,2020-07-12 21:00:00,12,7,2020,Sunday,33,32,1,5,34,11,20,0,0,1579216257,0,0,4,452420,19,95250,291,6220,497,3640,5287,1080,4103,1000,,,,,,,,,,1,5,35,32,22,12,0,0,434747683,26,30,6,7,37,2,0,0,320427281,35,6,23,20,18,8,0,0,164752327,19,27,41,2,33,31,2,20,30,8,22,34,31,30,33,4,18,7,13,37,11,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,18,33,10,8,6,11,20,21,15,6,4,16,,,,,,,4,4
4512,2020-07-14 21:00:00,14,7,2020,Tuesday,2,37,9,17,32,39,40,0,0,1646674050,0,0,4,337590,12,112530,195,6930,210,6430,3454,1230,1864,1000,,,,,,,,,,17,18,12,14,33,27,0,0,455107665,18,16,9,40,8,12,0,0,335397190,38,16,13,41,36,17,0,0,174316868,19,8,2,16,23,33,36,34,28,31,11,27,35,28,31,41,21,3,6,17,35,18,40,37,,,,,,,,,,,,,,,,,,,,,,,,,26,13,11,27,25,7,40,14,35,8,6,22,,,,,,,3,6
4513,2020-07-16 21:00:00,16,7,2020,Thursday,17,35,41,22,36,33,18,0,0,1698244630,1,18663870,5,255920,8,159950,196,6530,244,5240,2848,1410,2592,1000,,,,,,,,,,10,31,37,21,15,2,0,0,469736578,20,6,7,22,11,40,0,0,346165667,37,11,4,9,22,1,0,0,181177315,19,9,32,24,11,25,3,11,2,40,39,22,19,15,33,22,34,21,8,40,22,37,21,30,,,,,,,,,,,,,,,,,,,,,,,,,16,1,11,14,15,26,21,1,16,12,6,34,,,,,,,2,4
4514,2020-07-19 21:00:00,19,7,2020,Sunday,34,4,8,30,10,40,18,0,0,1746281592,0,0,6,325340,22,88730,327,5970,627,3110,5449,1130,4841,1000,,,,,,,,,,38,40,7,10,20,32,0,0,483666925,20,8,3,22,41,38,0,0,356429609,28,18,36,33,3,14,0,0,187709252,39,12,33,28,4,13,32,18,40,7,20,1,2,16,1,36,9,21,16,31,28,14,40,11,,,,,,,,,,,,,,,,,,,,,,,,,25,9,36,14,13,15,40,33,25,13,19,5,,,,,,,2,4
4515,2020-07-21 21:00:00,21,7,2020,Tuesday,1,4,38,40,26,28,24,0,0,1818626630,0,0,4,359780,10,143910,173,8320,281,5120,3196,1420,2726,1000,,,,,,,,,,8,13,30,6,32,33,0,0,505726998,22,14,32,18,38,7,0,0,372669376,10,30,18,27,8,29,0,0,198114643,25,29,1,15,17,37,13,18,30,16,41,31,25,41,27,2,37,22,35,28,16,15,22,24,,,,,,,,,,,,,,,,,,,,,,,,,3,38,9,13,30,17,10,8,19,34,28,30,,,,,,,3,9
4516,2020-07-23 21:00:00,23,7,2020,Thursday,19,35,3,12,23,26,16,0,0,1872820716,1,8159190,11,136760,43,34990,406,3710,575,2620,5240,1050,3813,1000,,,,,,,,,,41,31,15,39,33,36,0,0,521486559,21,4,13,31,27,33,0,0,384209919,36,8,34,32,31,4,0,0,205464544,14,24,2,16,6,26,21,20,4,24,38,34,37,34,25,26,8,3,14,30,11,22,40,15,,,,,,,,,,,,,,,,,,,,,,,,,23,7,32,28,37,36,10,20,12,25,7,17,,,,,,,2,8
4517,2020-07-26 21:00:00,26,7,2020,Sunday,34,22,13,23,11,29,31,0,0,1927715425,0,0,5,405560,23,88170,418,4850,524,3870,6591,1050,4758,1000,,,,,,,,,,22,21,1,15,13,3,0,0,537888569,27,41,6,39,36,19,0,0,396286262,33,35,37,3,2,26,0,0,213164861,19,10,3,16,30,35,27,39,24,11,28,22,37,14,7,25,23,21,40,2,3,12,7,5,,,,,,,,,,,,,,,,,,,,,,,,,9,22,10,32,4,33,10,27,20,18,37,36,,,,,,,2,0
4518,2020-07-28 21:00:00,28,7,2020,Tuesday,33,29,15,21,8,39,24,0,0,2002610281,1,5883040,2,751020,25,60080,314,4780,364,4130,4936,1050,3313,1000,,,,,,,,,,36,31,28,17,27,2,0,0,560502090,18,25,41,17,1,5,0,0,412973060,33,22,14,17,6,35,0,0,223850944,31,21,13,6,39,20,34,28,3,13,26,17,27,5,10,39,16,41,21,26,10,7,37,25,,,,,,,,,,,,,,,,,,,,,,,,,4,30,14,1,16,19,34,21,7,17,36,5,,,,,,,4,6
4519,2020-07-30 21:00:00,30,7,2020,Thursday,14,10,38,1,11,35,18,0,0,2058244431,0,0,5,306840,10,153420,216,7100,363,4230,3791,1270,3429,1000,,,,,,,,,,13,8,25,20,7,38,0,0,576826333,4,37,18,36,22,24,0,0,424958918,8,11,2,5,27,38,0,0,231490447,24,37,21,35,14,19,30,4,32,37,22,35,16,41,20,26,39,4,31,15,21,38,36,22,,,,,,,,,,,,,,,,,,,,,,,,,22,13,33,11,29,31,40,1,39,18,14,27,,,,,,,4,5
4520,2020-08-02 21:00:00,2,8,2020,Sunday,6,4,27,2,22,23,33,1,2151676530,2115510803,0,0,23,97860,39,57710,720,3130,840,2680,9603,1050,5869,1000,,,,,,,,,,3,1,26,7,27,30,0,0,593536768,20,28,23,38,13,15,0,0,437263681,25,31,27,13,4,33,0,0,239329557,20,14,39,34,36,22,13,30,20,5,36,31,30,39,37,22,2,32,10,37,22,40,18,12,,,,,,,,,,,,,,,,,,,,,,,,,28,32,2,41,23,29,5,36,10,14,3,33,,,,,,,2,1
4521,2020-08-04 21:00:00,4,8,2020,Tuesday,35,21,39,3,9,36,1,0,0,0,1,8423500,6,211520,13,97620,340,3730,439,2890,4306,1050,3562,1000,,,,,,,,,,6,12,34,22,33,30,0,0,619166091,6,33,9,35,37,16,0,0,456191644,12,41,21,6,38,3,0,0,251455394,26,39,19,15,38,28,35,11,30,5,9,19,31,13,26,19,9,3,12,25,22,35,8,28,,,,,,,,,,,,,,,,,,,,,,,,,37,5,28,17,22,8,23,21,39,17,37,31,,,,,,,2,4
4522,2020-08-06 21:00:00,6,8,2020,Thursday,21,28,38,10,2,8,5,0,0,46085324,1,2091850,5,251020,16,78440,318,3950,527,2380,4085,1050,4149,1000,,,,,,,,,,20,3,27,29,1,38,0,0,634240968,18,38,19,11,31,30,0,0,467268849,6,25,33,3,27,31,0,0,258520352,32,34,9,18,2,25,40,30,36,5,38,10,3,39,40,19,17,37,30,18,3,1,20,22,,,,,,,,,,,,,,,,,,,,,,,,,37,38,26,18,15,19,8,9,21,36,4,37,,,,,,,4,5
4523,2020-08-09 21:00:00,9,8,2020,Sunday,11,18,40,7,6,26,39,0,0,91207249,0,0,9,191190,16,107540,434,5820,298,5770,6609,1050,2498,1000,,,,,,,,,,36,13,33,6,28,4,0,0,649146503,9,5,30,34,27,37,0,0,478207384,2,3,5,39,40,32,0,0,265499566,31,25,9,21,34,3,30,4,2,17,35,22,18,39,19,20,40,14,21,3,4,22,35,12,,,,,,,,,,,,,,,,,,,,,,,,,34,16,1,15,3,18,33,3,12,40,2,5,,,,,,,4,1
4524,2020-08-11 21:00:00,11,8,2020,Tuesday,13,32,10,16,14,25,35,0,0,154421885,1,5054940,8,164030,10,131230,249,5270,292,4490,4012,1050,2298,1000,,,,,,,,,,12,18,2,32,26,37,0,0,670024853,31,16,30,18,27,1,0,0,493630332,34,30,31,6,33,11,0,0,275388693,37,6,26,31,19,12,22,7,6,30,15,39,22,38,15,29,4,30,24,20,25,22,15,4,,,,,,,,,,,,,,,,,,,,,,,,,5,16,12,22,8,6,14,3,40,9,25,12,,,,,,,3,3
4525,2020-08-13 21:00:00,13,8,2020,Thursday,7,38,12,31,11,29,23,0,0,203957654,0,0,1,1341510,15,89430,268,5010,474,2830,4094,1050,3812,1000,,,,,,,,,,7,8,23,2,36,40,0,0,685751230,40,36,23,16,9,31,0,0,505179949,37,32,19,22,2,1,0,0,282746032,30,10,4,40,41,28,6,40,26,20,18,5,16,14,39,37,27,35,38,30,1,4,24,25,,,,,,,,,,,,,,,,,,,,,,,,,9,11,24,22,7,25,39,30,15,24,17,3,,,,,,,4,5
4526,2020-08-16 21:00:00,16,8,2020,Sunday,26,5,33,37,22,21,36,0,0,253111539,0,0,5,374650,14,133800,338,5540,377,4970,5627,1050,3366,1000,,,,,,,,,,12,2,7,10,17,20,0,0,701891550,41,32,35,4,19,8,0,0,517028240,11,6,18,3,5,22,1,295103620,290286385,3,34,25,41,22,21,11,37,20,41,30,13,27,10,8,37,11,4,4,37,15,25,23,28,,,,,,,,,,,,,,,,,,,,,,,,,8,37,20,16,22,15,18,8,24,13,15,30,,,,,,,3,4
4527,2020-08-18 21:00:00,18,8,2020,Tuesday,20,14,39,2,26,17,13,0,0,323843956,0,0,7,201060,15,93830,262,5370,320,4400,3856,1150,3350,1000,,,,,,,,,,23,19,17,12,3,25,0,0,724875228,29,1,18,8,9,19,0,0,533967490,30,12,22,33,4,38,0,0,0,9,36,17,14,20,4,2,27,13,21,12,33,19,18,23,4,20,13,32,16,18,7,13,22,,,,,,,,,,,,,,,,,,,,,,,,,32,18,30,34,23,28,22,7,40,25,10,15,,,,,,,7,9
